name,mass,mass_error_min,mass_error_max,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min
MOA-2013-BLG-220L b,2.74,0.17,0.17,0.0,0.0,0.67535,0.0
MOA-2013-BLG-605L b,0.066,0.02,0.02,0.0,0.0,0.67535,0.0
MOA-2014-BLG-472 b,1.9,1.2,1.22,0.0,0.0,0.67535,0.0
MOA-2016-BLG-227L b,2.3,1.2,2.6,0.0,0.0,0.67535,0.0
MOA-2016-BLG-319L b,0.62,0.33,1.16,0.0,0.0,0.67535,0.0
MOA-2016-BLG-526 b,6.93,0.75,0.75,0.0,0.0,0.67535,0.0
MOA-2016-BLG-532 b,0.41,0.33,0.33,0.0,0.0,0.67535,0.0
MOA-2019-BLG-421 b,0.54,0.37,0.64,0.0,0.0,0.67535,0.0
MOA-2020-BLG-135 b,0.0356,0.0217,0.0604,0.0,0.0,0.67535,0.0
MOA-2020-BLG-208 b,0.2168,0.107,0.12,0.0,0.0,0.67535,0.0
MOA-2022-BLG-033 b,0.03823,0.01966,0.02961,0.0,0.0,0.67535,0.0
MOA-2022-BLG-091L b,3.59,1.67,2.0,0.0,0.0,0.67535,0.0
MOA-2022-BLG-249L b,0.0152,0.00453,0.00453,0.0,0.0,0.67535,0.0
MOA-2022-BLG-563 b,0.4,0.25,0.31,0.0,0.0,0.67535,0.0
MOA-bin-1L b,3.7,2.1,2.1,0.0,0.0,0.67535,0.0
mu2 Oct Ab,6.9,1.1,3.9,1.1,3.9,0.67535,0.0
mu Ara b,1.676,0.0,0.0,0.0,0.0,0.67535,0.0
mu Ara c,0.03321,0.0,0.0,0.0,0.0,0.67535,0.0
mu Ara d,0.5219,0.0,0.0,0.0,0.0,0.67535,0.0
mu Ara e,1.814,0.0,0.0,0.0,0.0,0.67535,0.0
mu Leo b,2.4,0.4,0.4,0.4,0.4,0.67535,0.0
NGC 2423 3 b,10.6,0.0,0.0,0.0,0.0,0.67535,0.0
NGC 6440 X-2 b,7.6,0.0,0.0,0.0,0.0,0.67535,0.0
NGTS-10 Ab,2.162,0.107,0.092,0.0,0.0,1.205,0.083
NGTS-11 b,0.37,0.14,0.14,0.0,0.0,0.823,0.035
NGTS-12 b,0.208,0.022,0.022,0.0,0.0,1.048,0.032
NGTS-13 b,4.84,0.44,0.44,0.0,0.0,1.142,0.046
NGTS-14 Ab,0.092,0.012,0.012,0.0,0.0,0.44,0.03
NGTS-15 b,0.751,0.09,0.1,0.0,0.0,1.1,0.1
NGTS-16 b,0.667,0.13,0.16,0.0,0.0,1.3,0.13
NGTS-17 b,0.764,0.164,0.195,0.0,0.0,1.24,0.11
NGTS-18 b,0.409,0.063,0.081,0.0,0.0,1.21,0.18
NGTS-1 b,0.812,0.025,0.066,0.0,0.0,1.33,0.33
NGTS-20 b,2.98,0.16,0.16,0.0,0.0,1.07,0.04
NGTS-21 b,2.36,0.21,0.21,0.0,0.0,1.33,0.03
NGTS-23 b,0.613,0.1,0.1,0.0,0.0,1.267,0.03
NGTS-24 b,0.52,0.12,0.12,0.0,0.0,1.214,0.062
NGTS-25 b,0.639,0.052,0.058,0.0,0.0,1.023,0.052
NGTS-26 b,0.29,0.06,0.065,0.0,0.0,1.33,0.05
NGTS-27 b,0.593,0.07,0.095,0.0,0.0,1.396,0.04
NGTS-29 b,0.39,0.03,0.03,0.0,0.0,0.857,0.012
NGTS-2 b,0.67,0.089,0.089,0.0,0.0,1.536,0.062
NGTS-30 b,0.96,0.056,0.056,0.0,0.0,0.93,0.03
NGTS-31 b,1.12,0.12,0.12,0.0,0.0,1.61,0.16
NGTS-32 b,0.57,0.05,0.05,0.0,0.0,1.42,0.03
NGTS-33 b,3.63,0.27,0.27,0.0,0.0,1.64,0.07
NGTS-3 Ab,2.38,0.26,0.26,0.0,0.0,1.48,0.37
NGTS-4 b,0.0648,0.009,0.009,0.0,0.0,0.2837,0.0232
NGTS-5 Ab,0.229,0.037,0.037,0.0,0.0,1.136,0.023
NGTS-6 Ab,1.33,0.028,0.024,0.0,0.0,1.271,0.19
NGTS-8 b,0.93,0.04,0.04,0.0,0.0,1.09,0.03
NGTS-9 b,2.9,0.17,0.17,0.0,0.0,1.07,0.06
NN Ser (AB)c,6.91,0.54,0.54,0.0,0.0,0.67535,0.0
NN Ser (AB)d,2.28,0.38,0.38,0.0,0.0,0.67535,0.0
NN Ser (AB)e,9.43,0.47,0.47,0.47,0.47,0.67535,0.0
NSVS 1425 (AB) b,12.32,0.0,0.0,0.0,0.0,0.67535,0.0
NSVS 1425 (AB) c,8.0,0.8,0.8,0.0,0.0,0.67535,0.0
NSVS 7826147 (AB)b,1.36,0.0,0.0,0.0,0.0,0.67535,0.0
nu2 CMa b,1.895,0.04,0.06,0.04,0.06,0.67535,0.0
nu2 CMa c,0.906,0.06,0.06,0.06,0.06,0.67535,0.0
nu2 Lup b,0.01472,0.0013,0.0013,0.0025,0.0025,0.14658,0.00312
nu2 Lup c,0.0353,0.0019,0.0019,0.0031,0.0031,0.25489,0.00517
nu2 Lup d,0.02725,0.0028,0.0028,0.011,0.011,0.22366,0.0036
nu Oct b,2.13,0.09,0.09,0.0,0.0,0.67535,0.0
NY Vir (AB)b,2.78,0.0,0.0,0.0,0.0,0.67535,0.0
NY Vir (AB)c,4.49,0.0,0.0,0.0,0.0,0.67535,0.0
OGLE-2003-BLG-235L b,2.34,0.53,0.53,0.0,0.0,0.67535,0.0
OGLE-2005-BLG-071L b,3.5,0.3,0.3,0.0,0.0,0.67535,0.0
OGLE-2005-BLG-169L b,0.0444,0.003,0.003,0.0,0.0,0.67535,0.0
OGLE-2005-BLG-390L b,0.017,0.0,0.0,0.0,0.0,0.67535,0.0
OGLE-2006-109L b,0.727,0.06,0.06,0.0,0.0,0.67535,0.0
OGLE-2006-109L c,0.271,0.022,0.022,0.0,0.0,0.67535,0.0
OGLE-2006-BLG-284 b,0.453,0.258,0.431,0.0,0.0,0.67535,0.0
OGLE-2007-BLG-349L (AB)b,0.25,0.041,0.041,0.0,0.0,0.67535,0.0
OGLE-2007-BLG-368L b,0.0694,0.0,0.0,0.0,0.0,0.67535,0.0
OGLE-2008-BLG-092L Ab,0.18,0.0,0.0,0.0,0.0,0.67535,0.0
OGLE-2008-BLG-355L b,4.6,2.2,3.7,0.0,0.0,0.67535,0.0
OGLE-2011-BLG-0173L b,0.19,0.11,0.19,0.0,0.0,0.67535,0.0
OGLE-2011-BLG-0251L b,0.96,0.14,0.14,0.0,0.0,0.67535,0.0
OGLE-2011-BLG-0265L b,0.88,0.18,0.27,0.0,0.0,0.67535,0.0
OGLE-2012-BLG-0026L b,0.11,0.002,0.002,0.0,0.0,0.67535,0.0
OGLE-2012-BLG-0026L c,0.68,0.1,0.1,0.0,0.0,0.67535,0.0
OGLE-2012-BLG-0406L b,2.73,0.43,0.43,0.0,0.0,0.67535,0.0
OGLE-2012-BLG-0563L b,1.116,0.087,0.087,0.0,0.0,0.67535,0.0
OGLE-2012-BLG-0724L b,0.47,0.26,0.54,0.0,0.0,0.67535,0.0
OGLE-2012-BLG-0838 b,0.25,0.12,0.12,0.0,0.0,0.67535,0.0
OGLE-2012-BLG-0950L b,0.11,0.028,0.053,0.0,0.0,0.67535,0.0
OGLE-2013-BLG-0132L b,0.26,0.028,0.028,0.0,0.0,0.67535,0.0
OGLE-2013-BLG-0341L Bb,0.005222918,0.00056634,0.00056634,0.0,0.0,0.67535,0.0
OGLE-2013-BLG-0911L b,10.08,3.6,3.6,0.0,0.0,0.67535,0.0
OGLE-2013-BLG-1721L b,0.64,0.31,0.35,0.0,0.0,0.67535,0.0
OGLE-2013-BLG-1761L b,2.8,1.5,2.5,0.0,0.0,0.67535,0.0
OGLE-2014-BLG-0124L b,0.64,0.044,0.044,0.0,0.0,0.67535,0.0
OGLE-2014-BLG-0221L b,4.35,1.9,70.0,0.0,0.0,0.67535,0.0
OGLE-2014-BLG-0319 b,0.57,0.31,0.36,0.0,0.0,0.67535,0.0
OGLE-2014-BLG-0676L b,3.68,1.44,0.77,0.0,0.0,0.67535,0.0
OGLE-2014-BLG-1186L b,0.142,0.028,0.028,0.0,0.0,0.67535,0.0
OGLE-2014-BLG-1722L b,0.174,0.104,0.16,0.0,0.0,0.67535,0.0
OGLE-2014-BLG-1722L c,0.2633,0.16,0.271,0.0,0.0,0.67535,0.0
OGLE-2014-BLG-1760L b,0.931,0.12,0.12,0.0,0.0,0.67535,0.0
OGLE-2015-BLG-0051L b,0.72,0.07,0.65,0.0,0.0,0.67535,0.0
OGLE-2015-BLG-0954L b,4.4,1.6,1.6,0.0,0.0,0.67535,0.0
OGLE-2015-BLG-0966L b,0.066,0.006,0.006,0.0,0.0,0.67535,0.0
OGLE-2015-BLG-1609L b,0.24,0.17,0.9,0.0,0.0,0.67535,0.0
OGLE-2015-BLG-1649 b,2.54,1.4,1.5,0.0,0.0,0.67535,0.0
OGLE-2015-BLG-1670L b,0.0563,0.0277,0.0302,0.0,0.0,0.67535,0.0
OGLE-2015-BLG-1771L b,0.433,0.25,0.674,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-0007 b,0.00415,0.0022,0.0028,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-0263L b,4.1,2.5,6.5,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-0596L b,12.2,0.0,0.0,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-0613L (AB) b,4.18,2.43,3.19,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-1067L b,0.43,0.17,0.21,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-1093L b,0.71,0.13,0.13,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-1195L b,0.0045,0.001,0.0014,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-1227 b,0.79,0.39,1.3,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-1598 b,5.91,1.74,1.74,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-1635 b,11.49,8.0,8.0,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-1800 b,2.59,1.46,1.46,0.0,0.0,0.67535,0.0
OGLE-2016-BLG-1850 b,0.02936,0.0123,0.0123,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-0173L b,9.08,5.7,10.85,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-0364 b,0.2385,0.135,0.173,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-0406 b,0.41,0.05,0.05,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-0448 b,7.3,4.0,8.35,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-0482 b,9.0,4.5,9.0,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-0604 b,0.51,0.23,0.23,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-0640 b,1.62,0.94,1.64,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1049 b,5.53,2.87,3.62,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1099 b,3.02,1.81,2.43,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1140L b,1.63,0.29,0.0,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1237 b,3.8,2.0,2.5,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1275 b,5.9,2.2,2.2,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1375 b,10.33,3.0,3.0,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1434L b,0.014,0.0016,0.0016,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1691L b,0.046,0.025,0.037,0.0,0.0,0.67535,0.0
OGLE-2017-BLG-1806 b,0.01658,0.00856,0.01482,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0298 b,0.14,0.07,0.07,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0383 b,0.0201,0.0088,0.0173,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0506 b,0.0513,0.0267,0.038,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0516 b,0.0632,0.0337,0.0516,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0532 b,0.019636,0.002888,0.002888,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0567L b,0.32,0.16,0.34,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0596 b,0.0267,0.0236,0.0236,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0677L b,0.01246,0.00837,0.0185,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0740L b,4.5,0.6,0.6,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0799L b,0.41,0.19,0.45,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0932 b,0.89,0.31,0.36,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0962,1.37,0.72,0.8,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-0977 b,0.0201,0.0116,0.0164,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1011L b,1.8,1.1,3.4,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1011L c,2.8,1.7,5.1,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1119 b,0.91,0.52,0.66,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1126 b,0.056,0.031,0.033,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1185 b,0.0264,0.0148,0.0249,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1212 b,0.2,0.13,0.16,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1269L b,0.69,0.22,0.44,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1367 b,0.95,0.44,0.75,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1428L b,0.77,0.33,0.77,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1544 b,11.2,5.9,6.3,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1647 b,0.97,0.56,1.78,0.0,0.0,0.67535,0.0
OGLE-2018-BLG-1700L b,4.4,2.0,3.0,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-0249 b,7.12,1.47,1.47,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-0299 b,6.22,3.67,3.8,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-0304 b,0.51,0.23,0.51,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-0362 b,3.3,4.6,4.6,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-0468L b,3.43,1.17,1.83,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-0468L c,10.22,3.3,5.46,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-0679 b,3.34,1.9,1.9,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-0960 b,0.00708,0.0025,0.0025,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-1053L b,0.0078,0.003,0.0038,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-1180L b,1.75,0.51,0.53,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-1470L (AB)b,2.2,1.3,1.8,0.0,0.0,0.67535,0.0
OGLE-2019-BLG-1492 b,0.1167,0.0614,0.079,0.0,0.0,0.67535,0.0
OGLE-2023-BLG-0836L (AB)b,4.36,2.2,2.35,0.0,0.0,0.67535,0.0
OGLE2-TR-L9 b,4.34,1.48,1.48,0.0,0.0,1.614,0.083
OGLE-GD-ECL-11388 (AB)b,12.5,0.0,0.0,0.0,0.0,0.67535,0.0
OGLE-TR-10 b,0.68,0.15,0.15,0.0,0.0,1.72,0.11
OGLE-TR-111 b,0.54,0.1,0.1,0.0,0.0,1.077,0.075
OGLE-TR-113 b,1.24,0.17,0.17,0.0,0.0,1.11,0.05
OGLE-TR-132 b,1.17,0.14,0.14,0.0,0.0,1.23,0.07
OGLE-TR-182 b,1.06,0.15,0.15,0.0,0.0,1.47,0.14
OGLE-TR-211 b,0.75,0.15,0.15,0.0,0.0,1.26,0.09
OGLE-TR-56 b,1.3,0.08,0.08,0.0,0.0,1.2,0.17
ome Cen-H b,11.5,0.5,0.5,0.5,0.5,0.67535,0.0
ome Ser Ab,1.7,0.0,0.0,0.0,0.0,0.67535,0.0
omi CrB b,1.5,0.0,0.0,0.0,0.0,0.67535,0.0
omi UMa Ab,4.1,0.0,0.0,0.0,0.0,0.67535,0.0
OY Car b,8.48,0.02,0.02,0.0,0.0,0.67535,0.0
PDS 70 b,7.0,2.0,2.0,0.0,0.0,0.67535,0.0
PDS 70 c,4.4,1.1,1.1,0.0,0.0,0.67535,0.0
pi2 UMa b,7.1,1.6,1.6,1.6,1.6,0.67535,0.0
pi Men b,12.6,2.0,2.0,0.24,0.24,0.67535,0.0
pi Men c,0.01142,0.0012,0.0012,0.0,0.0,0.16719,0.004532
pi Men d,0.0421,0.00425,0.00425,0.00425,0.00425,0.67535,0.0
PM J17083-2548S (AB)b,7.3,0.7,0.7,0.7,0.7,0.67535,0.0
Pollux b,2.9,0.1,0.1,0.1,0.1,0.67535,0.0
POTS-1 b,2.31,0.77,0.77,0.0,0.0,0.941,0.047
Pr 0201 b,0.54,0.039,0.039,0.039,0.039,0.67535,0.0
Pr 0211 Ab,1.88,0.02,0.02,0.02,0.02,0.67535,0.0
Pr 0211 Ac,7.95,0.25,0.25,0.25,0.25,0.67535,0.0
Proxima Centauri b,0.00337,0.00019,0.00019,0.00019,0.00019,0.67535,0.0
Proxima Centauri d,0.00082,0.000267,0.000267,0.000267,0.000267,0.67535,0.0
psi1 Aqr Ab,3.2,0.0,0.0,0.0,0.0,0.67535,0.0
psi1 Dra Bb,1.53,0.1,0.1,0.1,0.1,0.67535,0.0
PSR 1719-14 b,1.0,0.0,0.0,0.0,0.0,0.4,0.4
PSR B0329+54 b,0.0062,0.0006,0.0006,0.0006,0.0006,0.67535,0.0
PSR B0943+10 b,2.8,0.0,0.0,0.0,0.0,0.67535,0.0
PSR B0943+10 c,2.6,0.0,0.0,0.0,0.0,0.67535,0.0
PSR B1257+12 c,0.013,0.0,0.0,0.0,0.0,0.67535,0.0
PSR B1257+12 d,0.012,0.0006,0.0006,0.0,0.0,0.67535,0.0
PSR B1620-26 (AB)b,2.5,1.0,1.0,0.0,0.0,0.67535,0.0
PSR B1802-07 b,10.0,0.0,0.0,0.0,0.0,0.67535,0.0
PSR J0312-0921 b,10.47,0.0,0.0,0.0,0.0,0.67535,0.0
PSR J0636+5129	b,8.5,0.0,0.0,0.0,0.0,0.74,0.136
PSR J1211-0633 b,10.0,0.0,0.0,0.0,0.0,0.67535,0.0
PSR J1311-3430 b,12.0,0.6,0.6,0.0,0.0,0.67535,0.0
PSR J1630+3550 b,11.3,1.5,1.5,1.5,1.5,0.67535,0.0
PSR J1748-2021H,7.54,0.0,0.0,0.0,0.0,0.67535,0.0
PSR J1807-2459 A b,9.4,0.0,0.0,0.0,0.0,0.67535,0.0
PSR J1824-2452G b,11.0,0.0,0.0,0.0,0.0,0.67535,0.0
PSR J1824-2452M b,11.0,0.0,0.0,0.0,0.0,0.67535,0.0
PSR J1928+1245 b,11.0,2.0,2.0,2.0,2.0,0.67535,0.0
PSR J2241-5236 b,12.0,0.0,0.0,0.0,0.0,0.67535,0.0
PSR J2322-2650 b,0.7949,0.0002,0.0002,0.0002,0.0002,0.67535,0.0
Qatar-10 b,0.736,0.09,0.09,0.0,0.0,1.534,0.4
Qatar-1 Ab,1.294,0.049,0.05,0.0,0.0,1.143,0.025
Qatar-2 b,2.494,0.054,0.054,0.0,0.0,1.254,0.013
Qatar-3 Ab,4.31,0.47,0.47,0.0,0.0,1.096,0.14
Qatar-4 b,5.85,0.47,0.47,0.0,0.0,1.552,0.057
Qatar-5 b,4.32,0.18,0.18,0.0,0.0,1.107,0.064
Qatar-6 Ab,0.668,0.066,0.066,0.0,0.0,1.062,0.07
Qatar-7 b,1.88,0.25,0.25,0.0,0.0,1.7,0.03
Qatar-8 b,0.371,0.062,0.062,0.0,0.0,1.285,0.022
Qatar-9 b,1.19,0.16,0.16,0.0,0.0,1.009,0.014
QZ Ser b,0.63,0.0,0.0,0.0,0.0,0.67535,0.0
rho CrB b,1.04,0.0,0.0,0.023,0.023,0.67535,0.0
rho Crb c,0.0887,0.0047,0.0047,0.0047,0.0047,0.67535,0.0
rho Crb d,0.068,0.0079,0.0079,0.0079,0.0079,0.67535,0.0
rho Crb e,0.01192,0.0017,0.0017,0.0017,0.0017,0.67535,0.0
rho Ind b,1.82,0.0,0.0,0.0,0.0,0.67535,0.0
Ross 128 b,0.0044,0.00066,0.00066,0.00066,0.00066,0.67535,0.0
Ross 458 (AB)b,11.3,4.5,4.5,0.0,0.0,1.07,0.07
Ross 508 b,0.01249,0.0019,0.0019,0.0019,0.0019,0.67535,0.0
ROXs 42B (AB)b,9.0,3.0,3.0,0.0,0.0,2.5,0.0
RR Cae (AB) b,3.0,0.3,0.3,0.3,0.3,0.67535,0.0
S1429 b,1.8,0.2,0.2,0.2,0.2,0.67535,0.0
Sand 178 b,10.4,5.03,3.94,5.03,3.94,0.67535,0.0
SDSS J1208+3550 b,9.5,0.0,0.0,0.0,0.0,0.67535,0.0
SDSS J1212+0136 b,50.0,0.0,0.0,0.0,0.0,1.0,0.0
SDSS J1730+5545 b,6.0,0.0,0.0,0.0,0.0,0.67535,0.0
S Ori 68,5.0,0.0,0.0,0.0,0.0,0.67535,0.0
SWEEPS-04 b,3.8,0.0,0.0,0.0,0.0,0.81,0.1
SWEEPS-11 b,9.7,5.6,5.6,0.0,0.0,1.13,0.21
SWIFT J1756-2508 b,7.8,1.3,1.3,1.3,1.3,0.67535,0.0
TAP 26 b,1.73,0.27,0.27,0.27,0.27,0.67535,0.0
tau1 Gru b,1.26,0.13,0.13,0.13,0.13,0.67535,0.0
tau Boo Ab,5.78,0.47,0.66,0.14,0.14,1.06,0.0
tau Cet e,0.0124,0.002,0.0026,0.002,0.0026,0.67535,0.0
tau Cet f,0.0124,0.00431,0.0033,0.00431,0.0033,0.67535,0.0
tau Cet g,0.00551,0.0013,0.00079,0.0013,0.00079,0.67535,0.0
tau Cet h,0.00576,0.00082,0.0021,0.00082,0.0021,0.67535,0.0
TCP J050742+244755 b,0.06,0.009,0.009,0.0,0.0,0.67535,0.0
Teegarden's b,0.00365,0.00038,0.00038,0.00038,0.00038,0.67535,0.0
Teegarden's c,0.0033,0.00044,0.00044,0.00044,0.00044,0.67535,0.0
Teegarden's d,0.00258,0.00053,0.00053,0.00053,0.00053,0.67535,0.0
TIC 139270665 b,0.463,0.046,0.046,0.0,0.0,0.645,0.024
TIC 139270665 c,4.89,0.37,0.66,0.37,0.66,0.67535,0.0
TIC 172900988 (AB)b,2.84,0.25,0.25,0.0,0.0,0.9876,0.0419
TIC 237913194 b,1.942,0.002,0.002,0.0,0.0,1.117,0.047
TIC 241249530 b,4.98,0.18,0.18,0.0,0.0,1.19,0.04
TIC 279401253 b,6.14,0.4,0.4,0.0,0.0,1.0,0.04
TIC 279401253 c,8.2,0.18,0.18,0.18,0.18,0.67535,0.0
TIC 365102760 b,0.0604,0.0132,0.0132,0.0,0.0,0.554,0.0678
TIC 434398831 b,0.0208,0.0047,0.0035,0.0,0.0,0.3131,0.0196
TIC 434398831 c,0.0227,0.0035,0.0035,0.0,0.0,0.5023,0.0259
TIC 46432937 b,3.2,0.11,0.11,0.0,0.0,1.188,0.03
TIC 4672985,12.74,1.0,1.0,0.0,0.0,1.026,0.067
TOI-1011 b,0.01271,0.00186,0.00186,0.0,0.0,0.1294,0.0045
TOI-1052 Ab,0.0532,0.0053,0.0053,0.0,0.0,0.256,0.0259
TOI-1062 b,0.032,0.00271,0.00258,0.0,0.0,0.20198,0.00812
TOI-1062 c,0.0236,0.005,0.005,0.005,0.005,0.67535,0.0
TOI-1064 b,0.0425,0.0057,0.0057,0.0,0.0,0.2308,0.00384
TOI-1064 c,0.0079,0.006,0.0057,0.0,0.0,0.23651,0.00384
TOI-1075 b,0.03131,0.0041,0.00428,0.0,0.0,0.15978,0.0071
TOI-1107 b,3.35,0.18,0.18,0.0,0.0,1.3,0.05
TOI-1117 b,0.028,0.00302,0.00299,0.0,0.0,0.2195,0.0107
TOI-1117 c,0.02762,0.00381,0.00374,0.00381,0.00374,0.67535,0.0
TOI-1117 d,0.0368,0.0079,0.0079,0.0079,0.0079,0.67535,0.0
TOI-1130 b,0.0623,0.0009,0.0009,0.0,0.0,0.3265,0.0036
TOI-1130 c,1.057,0.016,0.006,0.0,0.0,1.16,0.036
TOI-1135 b,0.06428,0.031,0.031,0.0,0.0,0.8,0.018
TOI-1136 b,0.011,0.0025,0.0025,0.0,0.0,0.17,0.0134
TOI-1136 c,0.01988,0.0041,0.0035,0.0,0.0,0.25685,0.00553
TOI-1136 d,0.02627,0.005,0.0057,0.0,0.0,0.4128,0.00642
TOI-1136 e,0.0191,0.0035,0.0035,0.0,0.0,0.23544,0.00785
TOI-1136 f,0.02586,0.0076,0.0088,0.0,0.0,0.3462,0.0098
TOI-1136 g,0.038,0.0164,0.0164,0.0,0.0,0.2257,0.0107
TOI-1173 Ab,0.0821,0.006,0.006,0.0,0.0,0.723,0.0152
TOI-1174 b,0.101,0.101,0.0,0.0,0.0,0.2105,0.0152
TOI-1180 b,0.031,0.017,0.017,0.0,0.0,0.67535,0.0
TOI-1181 b,1.18,0.14,0.14,0.0,0.0,1.3,0.08
TOI-1184 b,0.0214,0.0072,0.0072,0.0,0.0,0.215,0.0125
TOI-1194 b,0.456,0.05,0.055,0.0,0.0,0.767,0.04
TOI-1199 b,0.239,0.02,0.02,0.0,0.0,0.938,0.025
TOI-1201 Ab,0.01976,0.00277,0.00277,0.0,0.0,0.21545,0.008
TOI-1221 b,3.5,3.5,0.0,0.0,0.0,0.2596,0.0116
TOI-122 b,0.0277,0.0098,0.028,0.0,0.0,0.2427,0.0161
TOI-1231 b,0.0485,0.0104,0.0104,0.0,0.0,0.3256,0.0143
TOI-1235 b,0.0186,0.00195,0.00195,0.0,0.0,0.15113,0.0071
TOI-1238 b,0.01183,0.00337,0.00362,0.0,0.0,0.1079,0.0
TOI-1238 c,0.02618,0.006,0.006,0.0,0.0,0.1882,0.0125
TOI-1244 b,0.0208,0.012,0.012,0.0,0.0,0.2025,0.071
TOI-1246 Ab,0.0255,0.0035,0.0035,0.0,0.0,0.2685,0.0054
TOI-1246 Ac,0.0277,0.0038,0.0038,0.0,0.0,0.2239,0.0071
TOI-1246 Ad,0.0167,0.0053,0.0053,0.0,0.0,0.3131,0.008
TOI-1246 Ae,0.0466,0.0072,0.0072,0.0,0.0,0.3372,0.0143
TOI-1247 b,0.0179,0.0066,0.0066,0.0,0.0,0.2239,0.0125
TOI-1248 Ab,0.0862,0.0113,0.0113,0.0,0.0,0.607,0.009
TOI-1249 b,0.0374,0.0164,0.0164,0.0,0.0,0.2899,0.018
TOI-1259 Ab,0.441,0.049,0.049,0.0,0.0,1.022,0.03
TOI-125 b,0.0299,0.00277,0.00277,0.0,0.0,0.2432,0.00669
TOI-125 c,0.02086,0.00311,0.00311,0.0,0.0,0.24614,0.009
TOI-125 d,0.0428,0.0038,0.0038,0.0,0.0,0.2614,0.0152
TOI-1260 b,0.02693,0.00485,0.00485,0.0,0.0,0.215,0.0045
TOI-1260 c,0.0415,0.01331,0.01331,0.0,0.0,0.2462,0.0062
TOI-1260 d,0.03725,0.0245,0.0245,0.0,0.0,0.2783,0.0071
TOI-1266 b,0.01381,0.00145,0.00145,0.0,0.0,0.2337,0.0098
TOI-1266 c,0.00934,0.00173,0.00173,0.0,0.0,0.19,0.0107
TOI-1266 d,0.01158,0.00349,0.0033,0.00349,0.0033,0.67535,0.0
TOI-1268 b,0.29,0.04,0.04,0.0,0.0,0.82,0.06
TOI-1269 b,0.0201,0.009,0.009,0.0,0.0,0.2025,0.0125
TOI-1272 b,0.0774,0.0072,0.0072,0.0,0.0,0.3693,0.0187
