name,mass,mass_error_min,mass_error_max,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min
TOI-5542 b,1.32,0.1,0.1,0.0,0.0,1.009,0.036
TOI-554 b,0.0274,0.0085,0.0085,0.0,0.0,0.2337,0.0143
TOI-554 c,0.0135,0.006,0.006,0.0,0.0,0.134,0.0107
TOI-5573 b,0.35,0.06,0.06,0.0,0.0,0.87,0.04
TOI-558 b,3.61,0.15,0.15,0.0,0.0,1.086,0.04
TOI-559 b,6.01,0.24,0.24,0.0,0.0,1.091,0.028
TOI-5616 b,0.802,0.384,0.371,0.0,0.0,0.961,0.042
TOI-561 b,0.00636,0.00072,0.00072,0.0,0.0,0.12463,0.00241
TOI-561 c,0.01866,0.00211,0.00211,0.0,0.0,0.2556,0.00366
TOI-561 d,0.04194,0.00308,0.00308,0.0,0.0,0.2333,0.0054
TOI-561 e,0.039,0.0044,0.0044,0.0,0.0,0.22455,0.00401
TOI-561 f,0.0601,0.0085,0.0085,0.0,0.0,0.207,0.0143
TOI-5634 Ab,0.576,0.346,0.406,0.0,0.0,0.923,0.05
TOI-564 Ab,1.463,0.096,0.1,0.0,0.0,1.02,0.29
TOI-5678 b,0.063,0.013,0.013,0.0,0.0,0.438,0.0071
TOI-5688 Ab,0.39,0.0768,0.0736,0.0,0.0,0.919,0.062
TOI-5713 b,0.0135,0.0035,0.0053,0.0,0.0,0.1579,0.0152
TOI-5720 b,0.00415,0.0016,0.0028,0.0135,0.0,0.0972,0.0062
TOI-5786 b,0.23,0.028,0.028,0.0,0.0,0.7708,0.0116
TOI-5799 b,0.0116,0.0044,0.0085,0.0,0.0,0.14497,0.0116
TOI-5800 b,0.034,0.0044,0.0041,0.0,0.0,0.2391,0.018
TOI-5803 b,0.03392,0.0,0.0,0.0,0.0,0.292018,0.0107
TOI-5817 b,0.0324,0.0041,0.0044,0.0,0.0,0.2748,0.0125
TOI-6002 b,0.012,0.003,0.005,0.0,0.0,0.1472,0.018
TOI-6008 b,0.0035,0.0028,0.0104,0.0,0.0,0.0919,0.0045
TOI-6016 b,1.17,0.09,0.09,0.0,0.0,1.22,0.03
TOI-6029 b,1.635,0.032,0.032,0.0,0.0,1.284,0.098
TOI-6034 Bb,0.798,0.075,0.075,0.0,0.0,1.063,0.042
TOI-6038 Ab,0.247,0.0311,0.0299,0.0311,0.0311,0.5719,0.0143
TOI-603 b,0.1495,0.0431,0.0431,0.0,0.0,0.7075,0.018
TOI-6054 b,0.039,0.0053,0.0053,0.0,0.0,0.2364,0.0134
TOI-6054 c,0.0289,0.006,0.006,0.0,0.0,0.25,0.0161
TOI-6086 b,0.00529,0.00176,0.00362,0.0,0.0,0.1053,0.0062
TOI-6130 b,1.05,0.06,0.06,0.0,0.0,1.28,0.03
TOI-615 b,0.435,0.082,0.086,0.0,0.0,1.693,0.057
TOI-620 b,0.0485,0.0113,0.0173,0.0,0.0,0.3354,0.0134
TOI-622 b,0.303,0.072,0.072,0.0,0.0,0.824,0.029
TOI-6255 b,0.00453,0.00044,0.00044,0.0,0.0,0.09626,0.0058
TOI-628 b,6.33,0.3,0.3,0.0,0.0,1.06,0.034
TOI-6303 b,7.84,0.31,0.31,0.0,0.0,1.03,0.06
TOI-6324 b,0.00368,0.00069,0.00069,0.0,0.0,0.09448,0.00366
TOI-6330 b,10.0,0.3,0.3,0.0,0.0,0.97,0.03
TOI-6383 Ab,1.04,0.094,0.094,0.0,0.0,1.0072,0.033
TOI-640 Ab,0.88,0.16,0.16,0.0,0.0,1.771,0.06
TOI-6628 b,0.75,0.06,0.06,0.0,0.0,0.98,0.05
TOI-663 b,0.014,0.0022,0.0019,0.0,0.0,0.2025,0.009
TOI-663 c,0.01148,0.0003,0.0003,0.0,0.0,0.2016,0.009
TOI-663 d,0.0164,0.0164,0.0,0.0,0.0,0.1713,0.0116
TOI-6651 b,0.192,0.0249,0.0249,0.0,0.0,0.4541,0.0241
TOI-6695 b,0.21,0.001,0.001,0.0,0.0,0.85,0.02
TOI-6695 c,1.45,0.03,0.03,0.03,0.03,0.67535,0.0
TOI-669 b,0.031,0.0044,0.0044,0.0,0.0,0.67535,0.0
TOI-672 b,0.0759785,0.0,0.0,0.0,0.0,0.469305,0.009
TOI-674 b,0.0739,0.0104,0.0104,0.0,0.0,0.4693,0.0152
TOI-677 b,1.234,0.084,0.084,0.0,0.0,1.17,0.03
TOI-682 b,0.0387,0.0,0.0,0.0,0.0,0.339,0.0
TOI-682 c,0.0302,0.0,0.0,0.0,0.0,0.67535,0.0
TOI-6883 Ab,4.34,0.15,0.15,0.0,0.0,1.087,0.02
TOI-6883 Ac,0.357,0.132,0.132,0.0,0.0,0.792,0.018
TOI-6894 b,0.168,0.022,0.022,0.0,0.0,0.855,0.022
TOI-700 b,0.00406,0.00116,0.003,0.0,0.0,0.08154,0.00437
TOI-700 c,0.0249,0.0057,0.0085,0.0,0.0,0.232,0.0125
TOI-700 d,0.00711,0.00164,0.0022,0.0,0.0,0.09573,0.00482
TOI-7041 b,0.36,0.16,0.16,0.0,0.0,1.02,0.03
TOI-712 b,0.0176,0.0041,0.006,0.0,0.0,0.1828,0.0071
TOI-712 c,0.0274,0.006,0.0098,0.0,0.0,0.241,0.0071
TOI-712 d,0.0236,0.0053,0.0085,0.0,0.0,0.22072,0.00732
TOI-732 Ab,0.00774,0.0006,0.0006,0.0,0.0,0.11821,0.00517
TOI-732 Ac,0.0253,0.0016,0.0016,0.0,0.0,0.2132,0.009
TOI-733 b,0.018,0.00022,0.00022,0.0,0.0,0.1775,0.008
TOI-757 b,0.033,0.0069,0.0069,0.0,0.0,0.223,0.009
TOI-762 Ab,0.251,0.042,0.042,0.0,0.0,0.744,0.017
TOI-763 Ab,0.0308,0.00245,0.00245,0.0,0.0,0.2034,0.0098
TOI-763 Ac,0.02932,0.00321,0.00321,0.0,0.0,0.2346,0.0107
TOI-771 b,0.00777,0.0013,0.0013,0.0,0.0,0.1213,0.009
TOI-771 c,0.00903,0.0013,0.0013,0.0013,0.0013,0.67535,0.0
TOI-776 b,0.01466,0.00305,0.00305,0.0,0.0,0.165,0.0116
TOI-776 c,0.0217,0.0082,0.0082,0.0,0.0,0.1829,0.0071
TOI-778 b,2.8,0.2,0.2,0.0,0.0,1.374,0.045
TOI-782 b,0.0601,0.0,0.0601,0.0,0.0,0.24391,0.00758
TOI-784 b,0.03043,0.0025,0.0025,0.0,0.0,0.1722,0.009
TOI-784 c,0.06878,0.02912,0.0,0.0291,0.0291,0.67535,0.0
TOI-815 Ab,0.0239,0.0047,0.0047,0.0,0.0,0.2623,0.0045
TOI-815 Ac,0.0739,0.0076,0.0076,0.0,0.0,0.2337,0.009
TOI-824 b,0.058104,0.00592,0.00579,0.0,0.0,0.26104,0.017
TOI-833 Ab,0.006,0.0019,0.0041,0.0,0.0,0.1133,0.0062
TOI-836 b,0.01425,0.00271,0.00289,0.0,0.0,0.15202,0.00598
TOI-836 c,0.0302,0.0085,0.0085,0.0,0.0,0.2308,0.00785
TOI-837 Ab,0.395,0.07,0.07,1.2,0.0,0.817,0.023
TOI-849 b,0.1315,0.0079,0.0079,0.0,0.0,0.30726,0.01026
TOI-858 B b,1.1,0.08,0.08,0.0,0.0,1.255,0.04
TOI-871 b,0.012,0.0044,0.0085,0.0,0.0,0.1481,0.0098
TOI-892 b,0.95,0.07,0.07,0.0,0.0,1.07,0.02
TOI-905 Ab,0.667,0.042,0.042,0.0,0.0,1.171,0.053
TOI-908 b,0.050773,0.01271,0.0129,0.0,0.0,0.28424,0.01383
TOI-913 b,0.0208,0.0,0.0,0.0,0.0,0.2192,0.009
TOI-942 b,2.599,2.596,0.0,0.0,0.0,0.4291,0.018
TOI-942 c,2.501,2.501,0.0,0.0,0.0,0.5166,0.0161
TOI-954 Ab,0.174,0.017,0.018,0.0,0.0,0.852,0.062
TOI-969 b,0.0286,0.003,0.003,0.0,0.0,0.24668,0.009
TOI-969 c,11.3,0.9,1.1,0.9,1.1,0.67535,0.0
TRAPPIST-1 b,0.0027,0.0023,0.0023,0.0,0.0,0.09689,0.00031
TRAPPIST-1 c,0.00434,0.0019,0.0019,0.0,0.0,0.09421,0.00031
TRAPPIST-1 d,0.0013,0.00085,0.00085,0.0,0.0,0.0689,0.0027
TRAPPIST-1 e,0.002,0.0018,0.0018,0.0,0.0,0.0819,0.0035
TRAPPIST-1 f,0.0021,0.00057,0.00057,0.0,0.0,0.09323,0.0034
TRAPPIST-1 g,0.00422,0.0028,0.0028,0.0,0.0,0.1005,0.0037
TRAPPIST-1 h,0.001041,0.000154,0.000176,0.0,0.0,0.0674,0.003
TrES-1 Ab,0.761,0.05,0.05,0.0,0.0,1.099,0.035
TrES-2 Ab,1.253,0.052,0.052,0.0,0.0,1.189,0.025
TrES-3 b,1.91,0.07,0.06,0.0,0.0,1.305,0.09
TrES-4 Ab,0.917,0.07,0.07,0.0,0.0,1.706,0.056
TrES-5 b,1.778,0.063,0.063,0.0,0.0,1.209,0.021
TVLM 513-46546 b,0.38,0.24,0.24,0.0,0.0,0.67535,0.0
TWA 7 b,0.31,0.0,0.0,0.0,0.0,0.67535,0.0
TW Hya b,0.094,0.022,0.028,0.022,0.028,0.67535,0.0
TYC 1422-614-1 b,2.51,0.12,0.12,0.12,0.12,0.67535,0.0
TYC 1422-614-1 c,10.1,0.14,0.14,0.14,0.14,0.67535,0.0
TYC 2187-512-1 b,0.34,0.02,0.02,0.02,0.02,0.67535,0.0
TYC 3318-01333-1 b,3.42,0.35,0.35,0.35,0.35,0.67535,0.0
TYC 3667-1280-1 b,5.4,0.4,0.4,0.4,0.4,0.67535,0.0
TYC 4282-605-1 b,10.78,0.12,0.12,0.12,0.12,0.67535,0.0
TYC 8998-760-1 c,6.0,1.0,1.0,0.0,0.0,0.67535,0.0
UKIRT-2017-BLG-001 b,1.28,0.44,0.37,0.0,0.0,0.67535,0.0
ups And Ab,0.62,0.09,0.0,0.09,0.09,0.67535,0.0
ups And Ac,9.1,2.93,5.04,0.26,0.26,0.67535,0.0
ups And Ae,1.059,0.028,0.028,0.028,0.028,0.67535,0.0
ups Leo b,0.51,0.26,0.08,0.26,0.08,0.67535,0.0
UZ For (AB) b,6.3,0.0,0.0,0.0,0.0,0.67535,0.0
UZ For (AB) c,7.7,1.2,1.2,0.0,0.0,0.67535,0.0
WASP-100 Ab,2.03,0.12,0.12,0.0,0.0,1.69,0.29
WASP-101 b,0.5,0.004,0.004,0.0,0.0,1.36,0.04
WASP-102 b,0.621,0.133,0.133,0.0,0.0,1.33,0.05
WASP-103 b,1.49,0.088,0.088,0.0,0.0,1.528,0.047
WASP-104 Ab,1.272,0.047,0.047,0.0,0.0,1.137,0.037
WASP-105 b,1.8,0.1,0.1,0.0,0.0,0.96,0.03
WASP-106 b,1.925,0.076,0.076,0.0,0.0,1.085,0.028
WASP-107 b,0.12,0.01,0.01,0.0,0.0,0.94,0.02
WASP-107 c,0.36,0.04,0.04,0.04,0.04,0.67535,0.0
WASP-108 Ab,1.167,0.091,0.092,0.091,0.091,1.215,0.04
WASP-109 b,0.91,0.13,0.13,0.13,0.13,1.443,0.053
WASP-10 b,3.16,0.23,0.23,0.0,0.0,1.08,0.02
WASP-110 b,0.515,0.064,0.064,0.064,0.064,1.238,0.056
WASP-111 Ab,1.85,0.16,0.16,0.15,0.15,1.442,0.094
WASP-112 b,0.88,0.12,0.12,0.12,0.12,1.191,0.049
WASP-113 Ab,0.475,0.054,0.054,0.0,0.0,1.409,0.14
WASP-114 Ab,1.769,0.064,0.064,0.0,0.0,1.339,0.064
WASP-116 b,0.64,0.14,0.14,0.0,0.0,1.22,0.06
WASP-117 b,0.3,0.05,0.05,0.0,0.0,0.98,0.05
WASP-118 Ab,0.514,0.02,0.02,0.0,0.0,1.44,0.036
WASP-119 b,1.23,0.08,0.09,0.08,0.08,1.4,0.2
WASP-120 Ab,5.06,0.27,0.27,0.26,0.26,1.515,0.083
WASP-121 b,1.184,0.064,0.065,0.064,0.064,1.865,0.044
WASP-122 Ab,1.401,0.075,0.075,0.072,0.072,1.792,0.069
WASP-123 Ab,0.92,0.05,0.05,0.05,0.05,1.327,0.074
WASP-124 b,0.6,0.07,0.07,0.07,0.07,1.24,0.03
WASP-126 b,0.2841,0.0,0.0,0.0,0.0,0.96,0.05
WASP-126 c,0.202,0.0774,0.0774,0.0,0.0,0.67535,0.0
WASP-127 Ab,0.17,0.015,0.015,0.0,0.0,1.293,0.027
WASP-129 Ab,1.0,0.1,0.1,0.1,0.1,0.93,0.03
WASP-12 Ab,1.47,0.069,0.076,0.068,0.075,1.9,0.055
WASP-130 Ab,1.23,0.04,0.04,0.0,0.0,0.89,0.03
WASP-131 Ab,0.27,0.02,0.02,0.0,0.0,1.19,0.04
WASP-132 b,0.428,0.015,0.015,0.015,0.015,0.901,0.038
WASP-132 c,0.0197,0.00576,0.00579,0.0,0.0,0.16424,0.0083
WASP-132 d,5.16,0.52,0.52,0.52,0.52,0.67535,0.0
WASP-133 b,1.16,0.09,0.09,0.09,0.09,1.21,0.05
WASP-134 b,1.412,0.075,0.075,0.0,0.0,0.988,0.057
WASP-134 c,0.7,0.07,0.07,0.07,0.07,0.67535,0.0
WASP-135 b,1.9,0.08,0.08,0.08,0.08,1.3,0.09
WASP-136 Ab,1.51,0.08,0.08,0.0,0.0,1.38,0.16
WASP-137 Ab,0.681,0.054,0.054,0.0,0.0,1.27,0.11
WASP-138 b,1.22,0.08,0.08,0.05,0.05,0.67535,0.0
WASP-139 Ab,0.117,0.017,0.017,0.0,0.0,0.8,0.05
WASP-13 b,0.52,0.024,0.024,0.0,0.0,1.32,0.07
WASP-140 Ab,2.44,0.07,0.07,0.0,0.0,1.44,0.18
WASP-141 b,2.69,0.15,0.15,0.0,0.0,1.21,0.08
WASP-142 b,0.84,0.09,0.09,0.0,0.0,1.53,0.08
WASP-143 b,0.725,0.084,0.084,0.0,0.0,1.234,0.042
WASP-144 b,0.44,0.06,0.06,0.0,0.0,0.85,0.05
WASP-145 Ab,0.89,0.04,0.04,0.0,0.0,0.9,0.04
WASP-146 b,1.11,0.15,0.15,0.0,0.0,1.228,0.076
WASP-147 b,0.275,0.027,0.028,0.0,0.0,1.115,0.093
WASP-148 b,0.287,0.016,0.022,0.0,0.0,0.756,0.017
WASP-148 c,0.378,0.024,0.021,0.024,0.021,0.67535,0.0
WASP-149 b,0.991,0.196,0.196,0.0,0.0,1.36,0.06
WASP-14 Ab,7.341,0.496,0.508,0.0,0.0,1.281,0.082
WASP-150 b,8.46,0.2,0.28,0.0,0.0,1.07,0.025
WASP-151 b,0.31,0.03,0.04,0.0,0.0,1.13,0.03
WASP-153,0.0211,0.0019,0.0019,0.0,0.0,0.2355,0.0071
WASP-153 Ab,0.39,0.02,0.02,0.0,0.0,1.55,0.08
WASP-154 b,0.626,0.129,0.129,0.0,0.0,0.96,0.06
WASP-155 b,0.871,0.18,0.18,0.0,0.0,1.2,0.06
WASP-156 b,0.1303,0.0088,0.0088,0.0,0.0,0.554,0.034
WASP-157 b,0.576,0.094,0.094,0.093,0.093,0.998,0.025
WASP-158 b,2.79,0.23,0.23,0.0,0.0,1.07,0.15
WASP-159 b,0.55,0.08,0.08,0.0,0.0,1.38,0.09
WASP-15 b,0.542,0.05,0.05,0.0,0.0,1.428,0.077
WASP-160 Bb,0.281,0.044,0.046,0.0,0.0,1.093,0.039
WASP-161 b,2.49,0.21,0.21,0.0,0.0,1.143,0.058
WASP-162 b,5.2,0.2,0.2,0.0,0.0,1.0,0.05
WASP-163 Ab,1.87,0.21,0.21,0.0,0.0,1.202,0.097
WASP-164 b,2.13,0.13,0.12,0.0,0.0,1.128,0.043
WASP-165 b,0.658,0.092,0.097,0.0,0.0,1.26,0.17
WASP-166 b,0.102,0.004,0.004,0.0,0.0,0.6155,0.03
WASP-167 b,0.37,0.3,0.3,0.0,0.0,1.62,0.06
WASP-168 Ab,0.42,0.04,0.04,0.0,0.0,1.5,0.3
WASP-169 b,0.561,0.06,0.06,0.0,0.0,1.304,0.073
WASP-16 b,0.855,0.059,0.059,0.0,0.0,1.008,0.071
WASP-170 Ab,1.6,0.2,0.2,0.0,0.0,1.096,0.085
WASP-171 b,1.084,0.094,0.094,0.0,0.0,0.988,0.04
WASP-172 b,0.47,0.1,0.1,0.0,0.0,1.57,0.1
WASP-174 b,0.33,0.091,0.091,0.0,0.0,1.437,0.05
WASP-175 Ab,0.99,0.13,0.13,0.0,0.0,1.208,0.081
WASP-176 b,0.855,0.07,0.07,0.0,0.0,1.505,0.045
WASP-177 b,0.508,0.038,0.038,0.0,0.0,1.58,0.36
WASP-178 b,1.41,0.51,0.43,0.0,0.0,1.94,0.058
WASP-17 b,0.486,0.032,0.032,0.0,0.0,1.991,0.081
WASP-180 Ab,0.8,0.1,0.1,0.0,0.0,1.29,0.07
WASP-181 b,0.299,0.034,0.034,0.0,0.0,1.184,0.059
WASP-182 b,0.148,0.011,0.011,0.0,0.0,0.85,0.03
WASP-183 b,0.502,0.047,0.047,0.0,0.0,1.47,0.33
WASP-184 b,0.57,0.1,0.1,0.0,0.0,1.33,0.09
WASP-185 b,0.98,0.06,0.06,0.0,0.0,1.25,0.08
WASP-186 b,4.22,0.18,0.18,0.0,0.0,1.11,0.03
WASP-187 b,0.8,0.08,0.08,0.0,0.0,1.766,0.04
WASP-188 Ab,1.443,0.298,0.296,0.0,0.0,1.322,0.051
WASP-189 Ab,1.99,0.14,0.16,0.0,0.0,1.619,0.021
WASP-18 Ab,10.4296,0.0,0.0,0.0,0.0,1.165,0.077
WASP-18 Ac,0.1737,0.0387,0.0387,0.0,0.0,0.67535,0.0
WASP-190 b,1.0,0.1,0.1,0.0,0.0,1.15,0.09
WASP-192 b,2.3,0.0,0.0,0.0,0.0,1.23,0.08
WASP-193 Ab,0.139,0.03,0.03,0.0,0.0,1.464,0.059
WASP-194 Ab,1.174,0.265,0.265,0.0,0.0,1.381,0.088
WASP-195 b,0.104,0.031,0.03,0.0,0.0,0.92,0.05
WASP-197 b,1.269,0.254,0.254,0.0,0.0,1.289,0.049
WASP-19 Ab,1.139,0.03,0.03,0.0,0.0,1.41,0.017
WASP-1 Ab,0.947,0.028,0.028,0.0,0.0,1.514,0.0473
WASP-20 Ab,0.313,0.018,0.018,0.0,0.0,1.459,0.057
WASP-21 b,0.3,0.01,0.01,0.0,0.0,1.21,0.032
WASP-22 b,0.617,0.0172,0.0032,0.017,0.0028,1.199,0.027
WASP-23 b,0.884,0.099,0.088,0.0,0.0,0.962,0.056
WASP-24 Ab,1.071,0.038,0.036,0.0,0.0,1.3,0.038
WASP-25 b,0.58,0.04,0.04,0.0,0.0,1.26,0.06
WASP-26 Ab,1.028,0.021,0.021,0.0,0.0,1.281,0.075
WASP-28 b,0.907,0.043,0.043,0.0,0.0,1.213,0.042
WASP-29 Ab,0.243,0.02,0.02,0.0,0.0,0.775,0.031
WASP-2 Ab,0.847,0.045,0.045,0.0,0.0,1.079,0.033
WASP-31 b,0.478,0.03,0.03,0.0,0.0,1.537,0.06
WASP-32 b,3.6,0.07,0.07,0.0,0.0,1.18,0.07
WASP-33 Ab,2.8,0.53,0.53,0.0,0.0,1.603,0.014
WASP-34 b,0.58,0.9,0.9,0.0,0.0,1.26,0.09
WASP-35 b,0.72,0.06,0.06,0.0,0.0,1.32,0.03
WASP-36 Ab,2.279,0.068,0.068,0.0,0.0,1.269,0.03
WASP-37 b,1.8,0.17,0.17,0.0,0.0,1.16,0.06
WASP-38 b,2.712,0.065,0.065,0.0,0.0,1.079,0.044
WASP-39 b,0.28,0.03,0.03,0.0,0.0,1.27,0.04
WASP-3 Ab,1.81,0.063,0.063,0.0,0.0,1.392,0.019
WASP-41 b,0.94,0.05,0.05,0.05,0.05,1.18,0.03
WASP-41 c,3.18,0.2,0.2,0.2,0.2,0.67535,0.0
WASP-42 b,0.5,0.035,0.035,0.0,0.0,1.08,0.057
WASP-43 b,2.052,0.053,0.053,0.052,0.052,1.036,0.019
WASP-44 b,0.889,0.062,0.062,0.0,0.0,1.14,0.11
WASP-45 Ab,1.007,0.053,0.053,0.0,0.0,1.16,0.14
WASP-46 b,2.101,0.073,0.073,0.0,0.0,1.31,0.051
WASP-47 b,1.14243,0.02297,0.02297,0.0,0.0,1.127,0.013
WASP-47 c,1.31,0.05,0.72,0.05,0.05,0.67535,0.0
WASP-47 d,0.04122,0.00472,0.00472,0.0,0.0,0.319,0.004
WASP-47 e,0.02149,0.00208,0.00208,0.0,0.0,0.161,0.002
WASP-48 b,0.98,0.09,0.09,0.0,0.0,1.67,0.08
WASP-49 Ab,0.399,0.03,0.03,0.0,0.0,1.198,0.047
WASP-4 b,1.1974,0.0068,0.0068,0.0,0.0,1.3846,0.0088
WASP-50 b,1.437,0.068,0.068,0.0,0.0,1.138,0.026
WASP-52 b,0.46,0.02,0.02,0.0,0.0,1.27,0.03
WASP-53 b,2.132,0.094,0.092,0.0,0.0,1.074,0.037
WASP-54 Ab,0.63,0.02,0.02,0.0,0.0,1.57,0.07
WASP-55 Ab,0.61,0.13,0.13,0.04,0.04,1.33,0.13
WASP-56 Ab,0.599,0.039,0.04,0.0,0.0,1.092,0.033
WASP-57 b,0.8,0.0,0.0,0.0,0.0,1.1,0.0
WASP-58 Ab,0.89,0.07,0.07,0.0,0.0,1.37,0.2
WASP-59 Ab,0.863,0.045,0.045,0.0,0.0,0.775,0.068
WASP-5 b,1.637,0.082,0.082,0.0,0.0,1.171,0.057
WASP-60 b,0.514,0.034,0.034,0.0,0.0,0.86,0.12
WASP-61 b,2.06,0.17,0.17,0.0,0.0,1.24,0.03
WASP-62 b,0.58,0.03,0.03,0.0,0.0,1.39,0.03
WASP-63 b,0.38,0.03,0.03,0.0,0.0,1.43,0.06
WASP-64 Bb,1.221,0.071,0.073,0.0,0.0,1.271,0.039
WASP-65 b,1.55,0.16,0.16,0.0,0.0,1.112,0.059
WASP-66 b,2.32,0.13,0.13,0.0,0.0,1.39,0.09
WASP-67 b,0.42,0.04,0.04,0.0,0.0,1.4,0.2
WASP-68 Ab,0.95,0.03,0.03,0.0,0.0,1.24,0.06
WASP-69 b,0.26,0.017,0.017,0.017,0.017,1.057,0.047
WASP-6 b,0.503,0.038,0.019,0.0,0.0,1.224,0.052
WASP-70 Ab,0.59,0.022,0.023,0.022,0.022,1.164,0.073
WASP-71 Ab,2.258,0.072,0.072,0.0,0.0,1.5,0.11
WASP-72 Ab,1.446,0.053,0.054,0.0,0.0,1.27,0.2
WASP-73 b,1.89,0.05,0.05,0.0,0.0,1.17,0.05
WASP-74 b,0.826,0.014,0.014,0.0,0.0,1.248,0.036
WASP-75 Ab,1.07,0.05,0.05,0.0,0.0,1.27,0.048
WASP-76 Ab,0.92,0.03,0.03,0.0,0.0,1.83,0.06
WASP-77 Ab,1.759,0.005,0.005,0.0,0.0,1.21,0.02
WASP-78 b,0.89,0.08,0.08,0.0,0.0,1.7,0.11
WASP-79 b,0.835,0.08,0.08,0.0,0.0,1.58,0.005
WASP-7 b,0.96,0.13,0.13,0.0,0.0,1.33,0.093
WASP-80 b,0.554,0.039,0.03,0.0,0.0,0.952,0.027
WASP-81 b,0.729,0.035,0.036,0.0,0.0,1.429,0.046
WASP-82 b,1.24,0.04,0.04,0.0,0.0,1.63,0.04
WASP-83 b,0.3,0.03,0.03,0.03,0.03,1.04,0.05
WASP-84 b,0.692,0.058,0.058,0.0,0.0,0.9564,0.0241
WASP-84 c,0.0478,0.0142,0.0142,0.0,0.0,0.174,0.0107
WASP-85 Ab,1.265,0.065,0.065,0.065,0.065,1.24,0.03
WASP-87 Ab,2.21,0.16,0.16,0.15,0.15,1.385,0.06
WASP-88 b,0.56,0.08,0.08,0.0,0.0,1.7,0.07
WASP-89 b,5.9,0.4,0.4,0.4,0.4,1.04,0.04
WASP-8 Ab,2.244,0.093,0.079,0.0,0.0,1.038,0.047
WASP-90 b,0.63,0.07,0.07,0.0,0.0,1.63,0.09
WASP-91 b,1.34,0.08,0.08,0.0,0.0,1.03,0.04
WASP-92 b,0.805,0.068,0.068,0.0,0.0,1.461,0.077
WASP-93 b,1.47,0.029,0.029,0.0,0.0,1.597,0.077
WASP-94 Ab,0.452,0.032,0.035,0.0,0.0,1.665,0.05
WASP-94 Bb,0.618,0.029,0.028,0.029,0.028,0.67535,0.0
WASP-95 b,1.206,0.067,0.067,0.0,0.0,1.098,0.088
WASP-96 b,0.48,0.03,0.03,0.0,0.0,1.2,0.06
WASP-97 b,1.32,0.05,0.05,0.0,0.0,1.13,0.06
WASP-98 Ab,0.83,0.07,0.07,0.0,0.0,1.1,0.04
WASP-99 b,2.78,0.13,0.13,0.0,0.0,1.1,0.05
WD 0310-688 b,3.0,1.9,5.5,0.0,0.0,1.03,0.35
WD 0806-661 B b,8.0,2.0,2.0,0.0,0.0,0.67535,0.0
Wendelstein-1 Ab,0.59,0.09,0.1,0.0,0.0,1.0,0.1
Wendelstein-2 b,0.73,0.32,0.55,0.0,0.0,1.0,0.003
WIS 395 b,11.9,0.2,0.4,0.0,0.0,0.67535,0.0
WISE J1355-8258 b,9.0,0.0,0.0,0.0,0.0,0.67535,0.0
Wolf 1061 b,0.00601,0.00079,0.00082,0.00079,0.00082,0.67535,0.0
Wolf 1061 c,0.0107,0.0013,0.0014,0.0013,0.0014,0.67535,0.0
Wolf 1061 d,0.0242,0.00334,0.00352,0.00334,0.00352,0.67535,0.0
Wolf 1069 b,0.00396,0.00066,0.00066,0.00066,0.00066,0.67535,0.0
Wolf 327 b,2.53,0.46,0.46,0.0,0.0,0.1106,0.0054
Wolf 359 c,0.012,0.005,0.006,0.005,0.006,0.67535,0.0
Wolf 503 b,0.0197,0.0019,0.0019,0.0,0.0,0.18227,0.0062
WTS-1 b,4.01,0.35,0.35,0.0,0.0,1.49,0.18
WTS-2 b,1.12,0.13,0.13,0.0,0.0,1.3,0.058
XO-1 b,0.9,0.07,0.07,0.0,0.0,1.184,0.04
XO-2N b,0.62,0.02,0.02,0.0,0.0,0.973,0.03
XO-2S b,0.26,0.01,0.01,0.01,0.01,0.67535,0.0
XO-2S c,1.38,0.05,0.05,0.05,0.05,0.67535,0.0
XO-2S d,3.71,0.51,1.2,0.51,1.2,0.67535,0.0
XO-3 Ab,11.79,0.59,0.59,0.0,0.0,1.217,0.073
XO-4 b,1.616,0.1,0.101,0.1,0.1,1.317,0.029
XO-5 b,1.077,0.037,0.037,0.0,0.0,1.03,0.05
XO-6 b,4.47,0.12,0.12,0.0,0.0,2.17,0.2
XO-7 b,0.726,0.038,0.038,0.0,0.0,1.346,0.02
XTE J0929-314 b,10.5,2.1,20.9,2.1,20.9,0.389,0.0292
YBP 1194 b,0.34,0.05,0.05,0.05,0.05,0.67535,0.0
YBP 1514 b,0.4,0.11,0.11,0.11,0.11,0.67535,0.0
YBP 401 b,0.46,0.05,0.05,0.05,0.05,0.67535,0.0
YSES 2 b,6.3,0.9,1.6,0.0,0.0,0.67535,0.0
YZ Cet b,0.0022,0.00028,0.00028,0.00028,0.00028,0.67535,0.0
YZ Cet c,0.00359,0.00035,0.00035,0.00035,0.00035,0.67535,0.0
YZ Cet d,0.00343,0.00038,0.00038,0.00038,0.00038,0.67535,0.0
